CODIGO_E4E;CODIGO_EC;DESC;CONTRATISTA;UNIDAD;DISPERSION;GM
NF0996;CHO225;T1 - INSPECCIÓN HURTO EN MEDIDA  SEMIDIRECTA BT;JA10136439;Unidad;T1;LEII0900
NF0997;CHO226;T1 - SUPLEMENTO TRABAJO EN CAMPO DERIVADO DEL HURTO;JA10136439;Unidad;T1;LEII0900
NF0998;CHO227;T1 - SUPLEMENTO HURTOS CON PRESENCIA DE APOYO ADICIONAL;JA10136439;Unidad;T1;LEII0900
NF0999;CHO228;T1 - ANÁLISIS TÉCNICO DE CLIENTES EN OFICINA DERIVADO DEL HURTO;JA10136439;Unidad;T1;LEII0900
NF1000;CHO229;T1 - INSTALACIÓN O RETIRO DE MEDIDOR PARA BALANCE DE CARGAS;JA10136439;Unidad;T1;LEII0900
NF1001;CHO230;T1 - VERIFICACIÓN DE MEDIDA EN EMPALMES MONOFÁSICOS;JA10136439;Unidad;T1;LEII0900
NF1002;CHO231;T1 - VERIFICACIÓN DE MEDIDA EN EMPLAMES BIFÁSICOS;JA10136439;Unidad;T1;LEII0900
NF1003;CHO232;T1 - VERIFICACIÓN DE MEDIDA EN EMPALMES TRIFÁSICOS;JA10136439;Unidad;T1;LEII0900
NF1004;CHO233;T1 - VERIFICACIÓN DE MEDIDA EN MEDICIÓN INDIRECTA;JA10136439;Unidad;T1;LEII0900
NF1005;CHO235;T1 - INSPECCIÓN  HURTO  MONOFASICA CONCENTRADA.;JA10136439;Unidad;T1;LEII0900
NF1006;CHO237;T1 - INSPECCIÓN HURTO EN MEDIDA  INDIRECTA MT;JA10136439;Unidad;T1;LEII0900
NF1007;CHO250;T1 - DIAGNÓSTICO CALIDAD DEL SERVICIO;JA10136439;Unidad;T1;LEII0900
NF1008;CHO251;T1 - MANTENIMIENTO TELECONTROL Y TELEMEDICIÓN ;JA10136439;Unidad;T1;LEII0900
NF1009;CCO135;T1 - ACUERDO EN TUS MANOS MASIVO MOTO;JA10136439;Unidad;T1;LEII0900
NF1010;CCO136;T1 - ACUERDO EN TUS MANOS CAMIONETA;JA10136439;Unidad;T1;LEII0900
NF1011;CCO411;T1 - PERNOCTACIÓN;JA10136439;Unidad;T1;LEII0900
NF1012;CCO412;T1 - DILIGENCIAMIENTO DE FORMATOS ACTUALIZACIÓN HOJAS DE VIDA;JA10136439;Unidad;T1;LEII0900
NF1013;CCO413;T1 - DEFINICION DE MEDIDAS TÉCNICAS POR CLIENTE;JA10136439;Unidad;T1;LEII0900
NF1014;CHO134;T1 - VISITA SIN ACTUACIÓN EN VEHICULO;JA10136439;Unidad;T1;LEII0900
NF1015;CHO402;T1 - PAGO ADICIONAL POR TRABAJOS RELIZADOS EN HORARIO NOCTURNO O EN DIAS FESTIVOS;JA10136439;Puntos;T1;LEII0900
NF1016;CHO404;T1 - INSTALACIÓN SUSTITUCIÓN, INTERCALAR O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO TRIFÁSICO MAYOR DE 100 A;JA10136439;Unidad;T1;LEII0900
NF1017;CHO405;T1 - INSTALACIÓN, SUSTITUCIÓN, INTERCALAR O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO TRIFÁSICO DE 50 HASTA 100 A;JA10136439;Unidad;T1;LEII0900
NF1018;CHO406;T1 - AVISAJE SIN ACUSE;JA10136439;Unidad;T1;LEII0900
NF1019;CHO407;T1 - AVISAJE CON ACUSE;JA10136439;Unidad;T1;LEII0900
NF1020;CHO408;T1 - VISITA TÉCNICA PARA ATENCIÓN DE SOLICITUDES DE CLIENTES O FACTIBILIDADES DE SERVICIO.;JA10136439;Unidad;T1;LEII0900
NF1021;CHO409;T1 - INSTALACIÓN, SUSTITUCIÓN O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO TRIFÁSICO HASTA 95 KW;JA10136439;Unidad;T1;LEII0900
NF1022;CHO410;T1 - INSTALACIÓN, SUSTITUCIÓN O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO MONOFÁSICO;JA10136439;Unidad;T1;LEII0900
NF1023;CHO411;T1 - CONSTRUCCIÓN EN ALBAÑILERIA;JA10136439;m2;T1;LEII0900
NF1024;CHO412;T1 - ACTUALIZACIÓN CARTOGRAFICA DE LA RED.;JA10136439;Unidad;T1;LEII0900
NF1025;CHO437;T1 - REPARACIÓN EN ALBAÑILERIA;JA10136439;Unidad;T1;LEII0900
NF1026;CCO512;T1 - INSTALACION, CAMBIO O RETIRO DE CONECTOR TIPO RED;JA10136439;Conjunto;T1;LEII0900
NF1027;CCO529;T1 - ARMARIOS DE 5 HASTA 12  MEDIDORES (INCLUSIVE);JA10136439;Unidad;T1;LEII0900
NF1028;CCO530;T1 - ARMARIOS DE 13 A 24 MEDIDORES (INCLUSIVE);JA10136439;Unidad;T1;LEII0900
NF1029;CCO531;T1 - ARMARIOS DE 2 A 4 MEDIDORES (INCLUSIVE);JA10136439;Unidad;T1;LEII0900
NF1030;CCO535;T1 - SUPLEMENTO POR RETIRO DE CAJAS EMPOTRADAS EN PARED;JA10136439;Unidad;T1;LEII0900
NF1031;CHO501;T1 - TENDIDO ACOMETIDA AÉREA BT MONOFÁSICO O BIFÁSICO DE SECCIÓN MENOR O IGUAL A 36 MM2. ;JA10136439;Unidad;T1;LEII0900
NF1032;CHO502;T1 - TENDIDO ACOMETIDA AÉREA BT MONOFÁSICO O BIFÁSICO DE SECCIÓN ENTRE 36 MM2 Y 120 MM2;JA10136439;Unidad;T1;LEII0900
NF1033;CHO503;T1 - TENDIDO ACOMETIDA AÉREA BT MONOFÁSICO O BIFÁSICO MAYOR O IGUAL A 120 MM2;JA10136439;Unidad;T1;LEII0900
NF1034;CHO504;T1 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO DE SECCIÓN MENOR O IGUAL A 36 MM2 ;JA10136439;Unidad;T1;LEII0900
NF1035;CHO505;T1 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO DE SECCIÓN ENTRE 36 MM2 Y 120 MM2;JA10136439;Unidad;T1;LEII0900
NF1036;CHO506;T1 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO MAYOR O IGUAL A 120 MM2;JA10136439;Unidad;T1;LEII0900
NF1037;CHO507;"T1 - SUPLEMENTO ACOMETIDAS (RED DAT/ DAM)
";JA10136439;Unidad;T1;LEII0900
NF1038;CHO508;T1 - RETIRO DE ACOMETIDA AÉREA BT;JA10136439;Unidad;T1;LEII0900
NF1039;CHO509;T1 - MANTENIMIENTO MENOR ACOMETIDA;JA10136439;Unidad;T1;LEII0900
NF1040;CHO511;T1 - INSTALACION DE CONEXIONES MASIVAS SUBTERRANEAS (LOTEOS/URBANIZACIONES);JA10136439;Unidad;T1;LEII0900
NF1041;CHO512;T1 - INSTALACION DE CONEXIONES MASIVAS AEREAS (LOTEOS/URBANIZACIONES);JA10136439;Unidad;T1;LEII0900
NF1042;CHO513;T1 - INSTALACIÓN DE CAJA DE EMPALME MONOFASICA;JA10136439;Unidad;T1;LEII0900
NF1043;CHO514;T1 - INSTALACIÓN  DE CAJA DE EMPALME TRIFASICA PARA MEDIDA DIRECTA;JA10136439;Unidad;T1;LEII0900
NF1044;CHO515;T1 - INSTALACIÓN  DE CELDA;JA10136439;Unidad;T1;LEII0900
NF1045;CHO516;T1 - INSTALACIÓN DE EQUIPOS DE MEDIDA EN CELDA BT ;JA10136439;Unidad;T1;LEII0900
NF1046;CHO517;T1 - INSTALACIÓN DE EQUIPOS DE MEDIDA EN CELDA MT ;JA10136439;Unidad;T1;LEII0900
NF1047;CHO518;T1 - INSTALACIÓN DE MEDIDA INDIRECTA BT;JA10136439;Unidad;T1;LEII0900
NF1048;CHO519;T1 - INSTALACIÓN DE MEDIDA INDIRECTA  MT;JA10136439;Unidad;T1;LEII0900
NF1049;CHO522;T1 - SUPLEMENTO POR INSTALACIÓN DE LA CAJA EN LO ALTO DE UN POSTE O CRUCETA;JA10136439;Unidad;T1;LEII0900
NF1050;CHO523;T1 - EJECUCCIÓN DE OBRA CIVIL NICHOS PARA CAJAS DE EMPALME O MEDIDORES;JA10136439;m2;T1;LEII0900
NF1051;CHO524;T1 - RETIRO DE CAJA DE EMPALME MONOFASICA;JA10136439;Unidad;T1;LEII0900
NF1052;CHO526;T1 - INSTALACIÓN DE TUBO EMPOTRADO EN PARED;JA10136439;Unidad;T1;LEII0900
NF1053;CHO527;T1 - INSTALACIÓN DE MÁSTIL PARA ACOMETIDA;JA10136439;Unidad;T1;LEII0900
NF1054;CHO528;T1 - INSTALACIÓN DE TUBO ADOSADO EN PARED ;JA10136439;Unidad;T1;LEII0900
NF1055;CHO530;T1 - TENDIDO ACOMETIDA SUBTERRÁNEA BT MONOFÁSICO O BIFÁSICO ;JA10136439;Unidad;T1;LEII0900
NF1056;CHO533;T1 - RETIRO DE CAJA DE EMPALME TRIFASICA;JA10136439;Unidad;T1;LEII0900
NF1057;CHO534;T1 - TENDIDO ACOMETIDA SUBTERRÁNEA BT TRIFÁSICO DE SECCIÓN MENOR O IGUAL A 36 MM2 ;JA10136439;Unidad;T1;LEII0900
NF1058;CHO535;T1 - TENDIDO ACOMETIDA SUBTERRÁNEA BT TRIFÁSICO DE SECCIÓN ENTRE 36 MM2 Y 120 MM2;JA10136439;Unidad;T1;LEII0900
NF1059;CHO536;T1 - TENDIDO ACOMETDIA SUBTERRÁNEA BT TRIFÁSICO MAYOR O IGUAL A 120 MM2;JA10136439;Unidad;T1;LEII0900
NF1060;CHO537;T1 - RETIRO  DE ACOMETIDA SUBTERRÁNEA BT;JA10136439;Unidad;T1;LEII0900
NF1061;CHO538;T1 - MANTENIMIENTO MENOR ACOMETIDA SUBTERRÁNEA;JA10136439;Unidad;T1;LEII0900
NF1062;CHO539;T1 - INSTALACIÓN, SUSTITUCIÓN O RETIRO DE UNA UNION ARRANQUE DERIVACIÓN O EMPALME EN BT (CABLES);JA10136439;Conjunto;T1;LEII0900
NF1063;CHO541;T1 - MANTENIMIENTO MENOR (TIPO A) DE CAJA;JA10136439;Unidad;T1;LEII0900
NF1064;CHO542;T1 - MANTENIMIENTO MENOR (TIPO B) DE CAJA;JA10136439;Unidad;T1;LEII0900
NF1065;CHO543;T1 - RETIRO MASIVO DE ACOMETIDA AÉREA BT;JA10136439;Unidad;T1;LEII0900
NF1066;CHO544;T1 - TENDIDO MASIVO DE ACOMETIDA AÉREA BT (SECCIÓN MENOR O IGUAL A 36MM2);JA10136439;Unidad;T1;LEII0900
NF1067;CCO606;T1 - DESMANTELAMIENTO  DE INSTALACIONES PARA CUARTO DE ARMARIOS;JA10136439;Unidad;T1;LEII0900
NF1068;CHO607;T1 - INSTALACIÓN DE MEDIDOR MONOFÁSICO;JA10136439;Unidad;T1;LEII0900
NF1069;CHO608;T1 - INSTALACIÓN DE MEDIDOR POLIFÁSICO (BIFÁSICO O TRIFÁSICO);JA10136439;Unidad;T1;LEII0900
NF1070;CHO609;T1 - ACTIVACIÓN DE MEDIDOR DE CLIENTE MEDIDA DIRECTA (INCLUYE CLIENTES PROVISIONALES);JA10136439;Unidad;T1;LEII0900
NF1071;CHO610;T1 - INSTALACIÓN DE EQUIPO DE MEDIDA AEREO PARA EMPALME MT;JA10136439;Unidad;T1;LEII0900
NF1072;CHO611;T1 - INSTALACIÓN DE MEDIDA CONCENTRADA;JA10136439;Unidad;T1;LEII0900
NF1073;CHO612;T1 - INSTALACIÓN DE DISPLAY PARA MEDIDORES ;JA10136439;Unidad;T1;LEII0900
NF1074;CHO613;T1 - RETIRADA DE MEDIDOR BT;JA10136439;Unidad;T1;LEII0900
NF1075;CHO614;T1 - RETIRADA DE MEDIDORES EN EMPALME MT;JA10136439;Unidad;T1;LEII0900
NF1076;CHO615;T1 - ACTIVACIÓN DE MEDIDOR DE CLIENTE, MEDIDA SEMIDIRECTA O INDIRECTA;JA10136439;Unidad;T1;LEII0900
NF1077;CHO616;T1 - INSTALACIÓN O SUSTITUCIÓN DE TRANSFORMADOR DE CORRIENTE O DE POTENCIAL EN MT;JA10136439;Unidad;T1;LEII0900
NF1078;CHO617;T1 - INSTALACIÓN O SUSTITUCIÓN DE TRANSFORMADOR DE CORRIENTE  EN BT ;JA10136439;Unidad;T1;LEII0900
NF1079;CHO622;T1 - RETIRO DE EQUIPO DE MEDIDA AEREO PARA EMPALME MT;JA10136439;Unidad;T1;LEII0900
NF1080;CHO623;T1 - CAMBIO DE MEDIDOR MONOFÁSICO;JA10136439;Unidad;T1;LEII0900
NF1081;CHO624;T1 - CAMBIO DE MEDIDOR POLIFÁSICO (TRIFÁSICO);JA10136439;Unidad;T1;LEII0900
NF1082;CHO734;T1 - OPERACIÓN EN EQUIPOS DE DISTRIBUCIÓN AÉREA MT;JA10136439;Conjunto;T1;LEII0900
NF1083;EHO101;T1 - LOCALIZACIÓN Y REPARACIÓN DE INSTALACIONES ELECTRIZADAS DE LA RED O  MANIOBRAS DE AISLAMIENTO  ANTE LA PRESENCIA DE RIESGO ELÉCTRICO PROPIAS;JA10136439;Unidad;T1;LELE0501
NF1084;EHO102;T1 - LOCALIZACIÓN Y REPARACIÓN DE INSTALACIONES ELECTRIZADAS POR/O DE TERCEROS;JA10136439;Unidad;T1;LELE0501
NF1085;EHO103;T1 - RECORRIDO DE ALIMENTADOR MT POR FALLA O AVISO VEHICULIZADO;JA10136439;km;T1;LELE0501
NF1086;EHO105;T1 - LOCALIZACIÓN DE CABLES BT EN CORTO CIRCUITO Y/O SECCIONADOS;JA10136439;Unidad;T1;LELE0502
NF1087;EHO106;T1 - ATENCION DE EMERGENCIA EN DOMICILIO;JA10136439;Unidad;T1;LELE0501
NF1088;EHO109;T1 - RECORRIDO  DE ALIMENTADOR MT POR FALLA O AVISO A PIE;JA10136439;km;T1;LELE0501
NF1089;EHO110;T1 - DIAGNÓSTICO CALIDAD DEL SERVICIO;JA10136439;Unidad;T1;LELE0501
NF1090;ECO227;T1 - INSTALACION, CAMBIO O RETIRO DE CONECTOR TIPO RED;JA10136439;Conjunto;T1;LELE0501
NF1091;EHO201;T1 - TERMOGRAFIA EN CAMARA DE RED SUBTERRANEA;JA10136439;Cámara;T1;LELE0502
NF1092;ECO235;T1 - INSTALACIÓN O REPOSICIÓN DE UN FUSIBLE BT;JA10136439;Unidad;T1;LELE0501
NF1093;EHO203;T1 - TERMOGRAFIA EN CENTRO DE TRANSFORMACIÓN SUBTERRANEO O SUPERFICIE;JA10136439;Cámara;T1;LELE0502
NF1094;EHO204;T1 - TENDIDO ACOMETIDA AÉREA BT MONOFÁSICO O BIFÁSICO DE SECCIÓN MENOR O IGUAL A 36 MM2. ;JA10136439;Unidad;T1;LELE0501
NF1095;EHO205;T1 - TENDIDO ACOMETIDA AÉREA BT MONOFÁSICO O BIFÁSICO DE SECCIÓN ENTRE 36 MM2 Y 120 MM2;JA10136439;Unidad;T1;LELE0501
NF1096;EHO206;T1 - TENDIDO ACOMETIDA AÉREA BT MONOFÁSICO O BIFÁSICO MAYOR O IGUAL A 120 MM2;JA10136439;Unidad;T1;LELE0501
NF1097;EHO207;T1 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO DE SECCIÓN MENOR O IGUAL A 36 MM2 ;JA10136439;Unidad;T1;LELE0501
NF1098;EHO208;T1 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO DE SECCIÓN ENTRE 36 MM2 Y 120 MM2;JA10136439;Unidad;T1;LELE0501
NF1099;EHO209;T1 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO MAYOR O IGUAL A 120 MM2;JA10136439;Unidad;T1;LELE0501
NF1100;EHO210;"T1 - SUPLEMENTO ACOMETIDAS (RED DAT/ DAM)
";JA10136439;Unidad;T1;LELE0501
NF1101;EHO211;T1 - RETIRO DE ACOMETIDA AÉREA BT;JA10136439;Unidad;T1;LELE0501
NF1102;EHO212;T1 - MANTENIMIENTO MENOR ACOMETIDA;JA10136439;Unidad;T1;LELE0501
NF1103;EHO213;T1 - TENDIDO ACOMETIDA SUBTERRÁNEA BT MONOFÁSICO O BIFÁSICO;JA10136439;Unidad;T1;LELE0502
NF1104;EHO216;T1 - TENDIDO ACOMETIDA SUBTERRÁNEA BT TRIFÁSICO DE SECCIÓN MENOR O IGUAL A 36 MM2 ;JA10136439;Unidad;T1;LELE0502
NF1105;EHO217;T1 - TENDIDO ACOMETIDA SUBTERRÁNEA BT TRIFÁSICO DE SECCIÓN ENTRE 36 MM2 Y 120 MM2;JA10136439;Unidad;T1;LELE0502
NF1106;EHO218;T1 - TENDIDO ACOMETDIA SUBTERRÁNEA BT TRIFÁSICO MAYOR O IGUAL A 120 MM2;JA10136439;Unidad;T1;LELE0502
NF1107;EHO219;T1 - RETIRO  DE ACOMETIDA SUBTERRÁNEA BT;JA10136439;Unidad;T1;LELE0502
NF1108;EHO220;T1 - MANTENIMIENTO MENOR ACOMETIDA SUBTERRÁNEA;JA10136439;Unidad;T1;LELE0502
NF1109;EHO222;T1 - INSTALACIÓN SUSTITUCIÓN, INTERCALAR O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO TRIFÁSICO MAYOR DE 100 A;JA10136439;Unidad;T1;LELE0501
NF1110;EHO223;T1 - INSTALACIÓN, SUSTITUCIÓN, INTERCALAR O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO TRIFÁSICO DE 50 HASTA 100 A;JA10136439;Unidad;T1;LELE0501
NF1111;EHO224;T1 - REPARACIÓN LINEA MT DE 16 MM2 A 50 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO;JA10136439;Unidad;T1;LELE0501
NF1112;EHO225;T1 - REPARACIÓN EN LÍNEAS AÉREAS DE BT TALES COMO CABLE PRÉ-REUNIDO O PREENSAMBLADO;JA10136439;Unidad;T1;LELE0501
NF1113;EHO226;T1 - REPARACIÓN LINEA MT DE 70MM2 A 120 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO;JA10136439;Unidad;T1;LELE0501
NF1114;EHO228;T1 - INSTAL. CONDUCTORES/CABLES DE  SECCIÓN INFERIOR O IGUAL A 16MM2 DE BT;JA10136439;m de red;T1;LELE0501
NF1115;EHO229;T1 - RETIRAR CONDUCTOR DESDE 16 MM2 hasta 120 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO.;JA10136439;m;T1;LELE0501
NF1116;EHO231;T1 - RETIRAR CONDUCTOR O CABLE TRENZADO SOBRE 120 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO ;JA10136439;m;T1;LELE0501
NF1117;EHO232;T1 - RETIRO DE CONDUCTOR AÉREO BT DESNUDO O PRÉ-REUNIDO O CONDUCTOR AISLADO CUALQUIER CAPACIDAD;JA10136439;m;T1;LELE0501
NF1118;EHO233;T1 - TEMPLAR / TENSIONAR  LOS CONDUCTORES DE CUALQUIER TIPO Y DIMENSIÓN.;JA10136439;Vano;T1;LELE0501
NF1119;EHO234;T1 - INSTALACIÓN, SUSTITUCIÓN O RETIRO DE UNA UNION, ARRANQUE DERIVACIÓN O EMPALME EN MT (CABLES);JA10136439;Conjunto;T1;LELE0501
NF1120;EHO235;T1 - INSTALACIÓN, SUSTITUCIÓN O RETIRO DE UNA UNION ARRANQUE DERIVACIÓN O EMPALME EN BT (CABLES);JA10136439;Conjunto;T1;LELE0501
NF1121;EHO236;T1 - INSTALACIÓN DE UN TERMINAL EN CABLES BT;JA10136439;Unidad;T1;LELE0501
NF1122;EHO237;T1 - INSTALACIÓN SUSTITUCIÓN O RETIRO DE UN TERMINAL BIMETALICO BT;JA10136439;Unidad;T1;LELE0501
NF1123;EHO238;T1 - INSTALACION DE ESPACIADORES EN RED AEREA DE MT O BT, CON USO DE CAMION CON CANASTA;JA10136439;Unidad;T1;LELE0501
NF1124;EHO239;T1 - INSTALCION DE ESPACIADORES EN RED AEREA DE MT O BT, A PARTIR DEL SUELO;JA10136439;Unidad;T1;LELE0501
NF1125;EHO240;T1 - INSTALACIÓN O REEMPLAZO DE UNA FASE DE CABLE MONOPOLAR DE CUALQUIER SECCIÓN (COBRE O ALUMINIO) DE MT  EN DUCTO;JA10136439;m;T1;LELE0502
NF1126;ECO236;T1 - INSTALACIÓN O RETIRO DE UN FUSIBLE SUBTERRÁNEO EN BAJA TENSIÓN ;JA10136439;Unidad;T1;LELE0502
NF1127;ECO237;T1 - INSTALACIÓN O RETIRO DE UN FUSIBLE SUBTERRÁNEO EN MT;JA10136439;Unidad;T1;LELE0502
NF1128;EHO243;T1 - CONTENCIÓN DE DERRAMES DE ACEITE POR EMERGENCIA AMBIENTAL.;JA10136439;Unidad;T1;LELE0501
NF1129;EHO244;T1 - REGISTRO DE CARGA Y TENSIÓN INSTANTÁNEA EN RED, EQUIPO O TRANSFORMADOR MT/BT ;JA10136439;Unidad;T1;LELE0501
NF1130;ECO238;T1 - INSTALACIÓN O REPOSICIÓN DE UN FUSIBLE MT;JA10136439;Unidad;T1;LELE0502
NF1131;EHO246;"T1 - INSTALACIÓN/ RETIRO O SUSTITUCIÓN DE UN PUENTE DE MT (INCLUYE LAS 3 FASES)
";JA10136439;Conjunto;T1;LELE0501
NF1132;EHO247;T1 - INSTALACIÓN RETIRO O SUSTITUCIÓN DE PUENTES DE BT (Incluye las 3 fases);JA10136439;Conjunto;T1;LELE0501
NF1133;EHO249;T1 - INSTALACIÓN/ DE DISPOSITIVO ANTIESCALO POR  NO EXISTENCIA EN APOYO ;JA10136439;Unidad;T1;LELE0501
NF1134;EHO250;T1 - RETIRADA DE MEDIDOR BT;JA10136439;Unidad;T1;LELE0501
NF1135;EHO251;T1 - RETIRADA DE MEDIDORES EN EMPALME MT;JA10136439;Unidad;T1;LELE0501
NF1136;EHO252;T1 - INSTALACIÓN O SUSTITUCIÓN DE TRANSFORMADOR DE CORRIENTE O DE POTENCIAL EN MT;JA10136439;Unidad;T1;LELE0501
NF1137;EHO253;T1 - INSTALACIÓN O SUSTITUCIÓN DE TRANSFORMADOR DE CORRIENTE O DE POTENCIAL EN BT ;JA10136439;Unidad;T1;LELE0501
NF1138;EHO254;T1 - MANTENIMIENTO MENOR EN BT EN AÉREO;JA10136439;Unidad;T1;LELE0501
NF1139;EHO256;T1 - MANTENIMIENTO MENOR (TIPO A) DE CAJA;JA10136439;Unidad;T1;LELE0501
NF1140;EHO257;T1 - LOCALIZACIÓN DE FALLA EN CAMARILLA;JA10136439;Unidad;T1;LELE0502
NF1141;EHO258;T1 - MANTENIMIENTO MENOR (TIPO B) DE CAJA;JA10136439;Unidad;T1;LELE0501
NF1142;EHO330;T1 - REPOSICIÓN BASE PORTAFUSIBLES BT EN AÉREO;JA10136439;Unidad;T1;LELE0501
NF1143;EHO331;T1 - REPOSICIÓN BASE PORTAFUSIBLES MT EN AÉREO;JA10136439;Unidad;T1;LELE0501
NF1144;EHO301;T1 - OPERACIÓN EN EQUIPOS DE DISTRIBUCIÓN AÉREA MT;JA10136439;Conjunto;T1;LELE0501
NF1145;EHO302;T1 - OPERACIÓN EN EQUIPOS MT DE DISTRIBUCIÓN SUBTERRÁNEA;JA10136439;Unidad;T1;LELE0502
NF1146;EHO303;T1 - APERTURA Y CIERRE DE CELDAS EN MEDIA TENSIÓN;JA10136439;Unidad;T1;LELE0502
NF1147;EHO305;T1 - CORTE O REPOSICIÓN DE SERVICIO EN MT ;JA10136439;Unidad;T1;LELE0501
NF1148;EHO306;T1 - TIEMPO DE ESPERA POR SOLICITUD DE LA DISTRIBUIDORA;JA10136439;Unidad;T1;LELE0501
NF1149;EHO401;T1 - VISITA SIN ACTUACIÓN (FALSA ALARMA);JA10136439;Unidad;T1;LELE0501
NF1150;EHO402;T1 - EQUIPO EN DISPONIBILIDAD CON VEHICULO PESADO ;JA10136439;Hora;T1;LELE0502
NF1151;EHO403;T1 - EQUIPO EN DISPONIBILIDAD CON VEHICULO LIVIANO ;JA10136439;Hora;T1;LELE0502
NF1152;EHO404;T1 - EQUIPO EN DISPONIBILIDAD CON CESTO ;JA10136439;Hora;T1;LELE0501
NF1153;EHO405;T1 - EQUIPO SUBTERRANEO EN DISPONIBILIDAD ;JA10136439;Hora;T1;LELE0502
NF1154;EHO407;T1 - EQUIPO EN DISPONIBILIDAD CON VEHICULO DOMICILIARIO;JA10136439;Hora;T1;LELE0501
NF1155;EHO408;T1 - EQUIPO EN DISPONIBILIDAD CON VEHICULO LLEE;JA10136439;Hora;T1;LELE0501
NF1156;GHO101;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 5 KVA Y HASTA 30 kVA;JA10136439;Unidad;T1;FEGE0200
NF1157;GHO102;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 30 KVA Y HASTA 160 kVA;JA10136439;Unidad;T1;FEGE0200
NF1158;GHO103;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 160 kVA;JA10136439;Unidad;T1;FEGE0200
NF1159;GHO104;T1 - DISPONIBILIDAD DE GRUPO GENERADOR;JA10136439;MVA*día;T1;FEGE0200
NF1160;GHO105;T1 - ALIMENTACION Y FUNCIONAMIENTO GRUPO GENERADOR;JA10136439;MVA*hora;T1;FEGE0200
NF1161;GHO106;T1 - INSTALACION / RETIRADA GRUPO GENERADOR HASTA 5 kVA;JA10136439;Unidad;T1;FEGE0200
NF1162;GHO107;T1 - CONEXIÓN O DESCONEXIÓN DE CABLES DEL GRUPO GENERADOR A LA RED;JA10136439;Unidad;T1;FEGE0200
NF1163;GHO201;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 5 KVA Y HASTA 30 kVA;JA10136439;Unidad;T1;FEGE0200
NF1164;GHO202;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 30 KVA Y HASTA 160 kVA;JA10136439;Unidad;T1;FEGE0200
NF1165;GHO203;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 160 kVA;JA10136439;Unidad;T1;FEGE0200
NF1166;GHO204;T1 - DISPONIBILIDAD DE GRUPO GENERADOR;JA10136439;MVA*día;T1;FEGE0200
NF1167;GHO205;T1 - ALIMENTACION Y FUNCIONAMIENTO GRUPO GENERADOR;JA10136439;MVA*hora;T1;FEGE0200
NF1168;GHO206;T1 - INSTALACION / RETIRADA GRUPO GENERADOR HASTA 5 kVA;JA10136439;Unidad;T1;FEGE0200
NF1169;GHO207;T1 - CONEXIÓN O DESCONEXIÓN DE CABLES DEL GRUPO GENERADOR A LA RED;JA10136439;Unidad;T1;FEGE0200
NF1170;GHO301;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 5 KVA Y HASTA 30 kVA;JA10136439;Unidad;T1;FEGE0200
NF1171;GHO302;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 30 KVA Y HASTA 160 kVA;JA10136439;Unidad;T1;FEGE0200
NF1172;GHO303;T1 - INSTALACION / RETIRADA GRUPO GENERADOR MAYOR DE 160 kVA;JA10136439;Unidad;T1;FEGE0200
NF1173;GHO304;T1 - DISPONIBILIDAD DE GRUPO GENERADOR;JA10136439;MVA*día;T1;FEGE0200
NF1174;GHO305;T1 - ALIMENTACION Y FUNCIONAMIENTO GRUPO GENERADOR;JA10136439;MVA*hora;T1;FEGE0200
NF1175;GHO306;T1 - INSTALACION / RETIRADA GRUPO GENERADOR HASTA 5 kVA;JA10136439;Unidad;T1;FEGE0200
NF1176;GHO307;T1 - CONEXIÓN O DESCONEXIÓN DE CABLES DEL GRUPO GENERADOR A LA RED;JA10136439;Unidad;T1;FEGE0200
NF1177;IHO126;T1 - CAMBIO O INSTALACIÓN  DE LUMINARIA;JA10136439;Unidad;T1;LELE0501
NF1178;IHO127;T1 - RETIRO DE LUMINARIAS Y/O FAROLAS;JA10136439;Unidad;T1;LELE0501
